car_year,brand,model,sub_model,sub_model_name,car_type,transmission,model_year_start,model_year_end,color,mile,date,webid,cost
2014,Mazda,3,2.0,C Sports,Hatchback,AT,14.0,18.0,red,187500,2023-10-25,mazda-3-c-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/11977856?auc=true,334000
2023,Mazda,MX-5,1.5,,Convertible,AT,16.0,25.0,white,30,2023-10-25,mazda-mx-5-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12535248,1990000
2008,Mazda,3,2.0,Maxx Sports,Hatchback,AT,5.0,10.0,silver,152500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11926542,188000
2015,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,152500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12137256,388000
2016,Mazda,3,2.0,E Sports,Hatchback,AT,14.0,18.0,silver,132500,2023-10-25,mazda-3-e-sports-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12524504,358000
2020,Mazda,2,1.3,E,Sedan,AT,15.0,25.0,gray,52500,2023-10-25,mazda-2-e-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12094317,365000
2011,Mazda,3,1.6,Spirit Sports,Hatchback,AT,5.0,10.0,white,227500,2023-10-25,mazda-3-spirit-sports-ภาคเหนือ-อำเภอเมืองลำปาง/12295448,249000
2012,Mazda,2,1.5,Sports Maxx,Hatchback,AT,9.0,14.0,green,162500,2023-10-25,mazda-2-sports-maxx-กรุงเทพและปริมณฑล-สุขาภิบาล1-2-3/12819198,199000
2020,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,22500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12777879?auc=true,374000
2011,Mazda,3,2.0,Maxx Sports,Hatchback,AT,11.0,14.0,green,202500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/11249577,269000
2011,Mazda,3,2.0,Maxx Sports,Hatchback,AT,11.0,14.0,white,277500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11915516,249000
2015,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,black,202500,2023-10-25,mazda-cx-3-s-ภาคกลาง-อำเภอเมืองชัยนาท/12690731,459000
2015,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,2500,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12272362,419000
2017,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,137500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12747340?auc=true,329000
2021,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12815558,389000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,silver,82500,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12819134?auc=true,439000
2018,Mazda,CX-3,2.0,S,SUV,AT,15.0,19.0,red,40000,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/7731966?auc=true,489000
2020,Mazda,CX-30,2.0,C,SUV,AT,20.0,25.0,gray,56000,2023-10-25,mazda-cx-30-c-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/9907851?auc=true,719000
2015,Mazda,3,2.0,E Sports,Hatchback,AT,14.0,18.0,white,82802,2023-10-25,mazda-3-e-sports-กรุงเทพและปริมณฑล-ปิ่นเกล้า-ถนนบรมราชชนนี/7921597?auc=true,449000
2016,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,red,92500,2023-10-25,mazda-2-high-plus-ภาคกลาง-อำเภอลาดบัวหลวง/12776466,315000
2011,Mazda,2,1.5,Spirit Sports,Sedan,AT,9.0,14.0,sky,177500,2023-10-25,mazda-2-spirit-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11914943,148000
2020,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,white,10674,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/10056835,438000
2019,Mazda,CX-5,2.5,Turbo SP 4WD,SUV,AT,17.0,23.0,black,77500,2023-10-25,mazda-cx-5-turbo-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12764412,922900
2020,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,red,36386,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12250259?auc=true,859000
2016,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,gray,112500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12746665,519000
2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,22.0,black,47500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12101188,389000
2016,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,white,137500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12816432,445000
2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,blue,137500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12444234?auc=true,689000
2019,Mazda,2,1.3,Sports High Plus,Hatchback,AT,15.0,25.0,red,97500,2023-10-25,mazda-2-sports-high-plus-ภาคตะวันออก-อำเภอเมืองชลบุรี/10518536,389000
2020,Mazda,CX-30,2.0,S,SUV,AT,20.0,25.0,black,32500,2023-10-25,mazda-cx-30-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12759611,819000
2020,Mazda,2,1.3,S Leather,Sedan,AT,15.0,25.0,black,82500,2023-10-25,mazda-2-s-leather-ภาคอีสาน-อำเภอสูงเนิน/12771368,469000
2019,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,red,122500,2023-10-25,mazda-cx-5-xdl-ภาคอีสาน-อำเภอสูงเนิน/12771427,829000
2016,Mazda,CX-3,2.0,SP,SUV,AT,15.0,22.0,white,137382,2023-10-25,mazda-cx-3-sp-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12266172,478000
2016,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,13.0,16.0,gray,105014,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-มีนบุรี/12500102,465000
2012,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,white,122888,2023-10-25,mazda-2-elegance-groove-กรุงเทพและปริมณฑล-มีนบุรี/12205563,195000
2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,gray,116882,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-มีนบุรี/12461729,215000
2012,Mazda,2,1.5,Sports Spirit,Hatchback,AT,9.0,14.0,red,122500,2023-10-25,mazda-2-sports-spirit-กรุงเทพและปริมณฑล-มีนบุรี/11969503,215000
2021,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,gray,2500,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-มีนบุรี/10354585,435000
2012,Mazda,2,1.5,Elegance Spirit,Sedan,AT,9.0,14.0,gray,137762,2023-10-25,mazda-2-elegance-spirit-ภาคใต้-อำเภอเมืองภูเก็ต/12760193,235000
2011,Mazda,2,1.5,Elegance Maxx,Sedan,AT,9.0,14.0,gray,167500,2023-10-25,mazda-2-elegance-maxx-กรุงเทพและปริมณฑล-บางใหญ่-บางบัวทอง/11329008?auc=true,197000
2012,Mazda,3,1.6,Spirit Sports,Hatchback,AT,11.0,14.0,white,2500,2023-10-25,mazda-3-spirit-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12511567?auc=true,259000
2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,gray,182500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12797745,548000
2018,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,black,2500,2023-10-25,mazda-2-high-plus-กรุงเทพและปริมณฑล-มีนบุรี/12813776,375000
2012,Mazda,2,1.5,Elegance Groove,Sedan,AT,9.0,14.0,white,2500,2023-10-25,mazda-2-elegance-groove-ภาคเหนือ-อำเภอเมืองเชียงใหม่/11928111,195000
2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,black,102500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12623118?auc=true,649000
2017,Mazda,BT-50 PRO,2.2,DOUBLE CAB Hi-Racer,Pickup,MT,,,gray,72500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-อำเภอกระทุ่มแบน/12279444?auc=true,369000
2007,Mazda,3,2.0,R,Sedan,AT,5.0,10.0,black,2500,2023-10-25,mazda-3-r-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12611085,119000
2016,Mazda,2,1.3,Sports High,Hatchback,AT,15.0,25.0,red,2500,2023-10-25,mazda-2-sports-high-กรุงเทพและปริมณฑล-เลียบด่วนรามอินทรา-เกษตรนวมินทร์/12594154,278000
2020,Mazda,3,2.0,S,Sedan,AT,19.0,24.0,gray,59000,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-อ่อนนุช/12289019,729000
2015,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,167042,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12521233?auc=true,369000
2018,Mazda,CX-5,2.2,XDL 4WD,SUV,AT,17.0,23.0,blue,64907,2023-10-25,mazda-cx-5-xdl-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12645893?auc=true,799000
2018,Mazda,2,1.3,High Connect,Sedan,AT,15.0,22.0,gray,71000,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-อ่อนนุช/12262834,449000
2019,Mazda,BT-50 PRO,2.2,FREE STYLE CAB Hi-Racer,Pickup,MT,,,silver,77500,2023-10-25,mazda-bt-50-pro-hi-racer-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12652344?auc=true,369000
2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,20.0,black,7500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/8663165?auc=true,659000
2018,Mazda,CX-5,2.2,XD,SUV,AT,17.0,23.0,red,2500,2023-10-25,mazda-cx-5-xd-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12059689?auc=true,699000
2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,red,27500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12573230?auc=true,784000
2021,Mazda,CX-30,2.0,SP,SUV,AT,20.0,25.0,white,147500,2023-10-25,mazda-cx-30-sp-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12170209?auc=true,754000
2021,Mazda,CX-3,2.0,Base Plus,SUV,AT,15.0,22.0,red,22500,2023-10-25,mazda-cx-3-base-plus-กรุงเทพและปริมณฑล-นนทบุรี-รัตนาธิเบศร์/12626011?auc=true,564000
2016,Mazda,CX-3,2.0,S,SUV,AT,15.0,22.0,red,2500,2023-10-25,mazda-cx-3-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12701041?auc=true,448000
2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,white,82500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-รามอินทรา-สุขาภิบาล5/12737150,369000
2015,Mazda,2,1.5,XD Sports High Plus,Hatchback,AT,15.0,25.0,brown,172500,2023-10-25,mazda-2-xd-sports-high-plus-ภาคกลาง-อำเภอเมืองสระบุรี/12465469,333000
2018,Mazda,CX-5,2.0,S,SUV,AT,17.0,23.0,black,122500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11929232?auc=true,649000
2020,Mazda,2,1.3,SP,Sedan,AT,15.0,25.0,gray,72500,2023-10-25,mazda-2-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12554798?auc=true,424000
2017,Mazda,2,1.5,XD High Connect,Sedan,AT,15.0,25.0,blue,136107,2023-10-25,mazda-2-xd-high-connect-กรุงเทพและปริมณฑล-มีนบุรี/12669503,365000
2020,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,white,27500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12797635?auc=true,459000
2014,Mazda,3,2.0,SP Sports,Hatchback,AT,14.0,18.0,red,167500,2023-10-25,mazda-3-sp-sports-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12765035,356900
2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,blue,107500,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12739240,280000
2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,gray,157500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12658342,270000
2020,Mazda,2,1.3,S Sports,Hatchback,AT,15.0,25.0,gray,27500,2023-10-25,mazda-2-s-sports-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12739220,400000
2018,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,67967,2023-10-25,mazda-2-sports-high-connect-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12258339,357000
2018,Mazda,3,2.0,S,Sedan,AT,14.0,18.0,gray,92587,2023-10-25,mazda-3-s-กรุงเทพและปริมณฑล-พัฒนาการ-พระราม9ตัดใหม่/12258388,447000
2018,Mazda,CX-5,2.0,C,SUV,AT,17.0,23.0,black,107500,2023-10-25,mazda-cx-5-c-กรุงเทพและปริมณฑล-อำเภอคลองหลวง/11983036,759000
2014,Mazda,CX-5,2.0,S,SUV,AT,13.0,16.0,blue,2500,2023-10-25,mazda-cx-5-s-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12273059,399000
2019,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,black,57383,2023-10-25,mazda-2-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12715049,395000
2019,Mazda,2,1.3,High Plus,Sedan,AT,15.0,25.0,white,72500,2023-10-25,mazda-2-high-plus-ภาคตะวันออก-อำเภอพนัสนิคม/12800656?auc=true,499000
2012,Mazda,2,1.5,Sports Maxx Sports,Hatchback,AT,9.0,14.0,white,167500,2023-10-25,mazda-2-sports-maxx-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12223071,199000
2011,Mazda,3,2.0,Maxx Sports,Hatchback,AT,5.0,10.0,gray,7500,2023-10-25,mazda-3-maxx-sports-กรุงเทพและปริมณฑล-ท่าพระ-วงเวียนใหญ่-พระราม2/12736843,265000
2022,Mazda,3,2.0,Sports 100th Anniversary Edition,Hatchback,AT,19.0,24.0,white,40000,2023-10-25,mazda-3-sports-100th-anniversary-edition-กรุงเทพและปริมณฑล-ศรีนครินทร์-เทพารักษ์/12770628,838000
2020,Mazda,2,1.3,S Leather Sports,Hatchback,AT,15.0,25.0,black,42500,2023-10-25,mazda-2-s-leather-sports-กรุงเทพและปริมณฑล-อำเภอบางบัวทอง/12647701,439000
2014,Mazda,3,2.0,C,Sedan,AT,14.0,18.0,white,137500,2023-10-25,mazda-3-c-กรุงเทพและปริมณฑล-กาญจนาภิเษก/12407188,379000
2021,Mazda,CX-8,2.5,SP,SUV,AT,19.0,25.0,white,82500,2023-10-25,mazda-cx-8-sp-กรุงเทพและปริมณฑล-กาญจนาภิเษก/11481146,969000
2016,Mazda,2,1.5,XD Sports High Plus,Hatchback,AT,15.0,25.0,brown,172500,2023-10-25,mazda-2-xd-sports-high-plus-ภาคกลาง-อำเภอเมืองสระบุรี/12670544,330000
2016,Mazda,2,1.3,High Connect,Sedan,AT,15.0,25.0,red,152500,2023-10-25,mazda-2-high-connect-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12508294,357900
2019,Mazda,2,1.3,Sports High Connect,Hatchback,AT,15.0,25.0,gray,65911,2023-10-25,mazda-2-sports-high-connect-ภาคเหนือ-อำเภอเมืองเชียงใหม่/12800946,425000
2019,Mazda,3,2.0,SP,Sedan,AT,19.0,24.0,black,62500,2023-10-25,mazda-3-sp-กรุงเทพและปริมณฑล-พหลโยธิน-บางซื่อ-จตุจักร/12359367,753900
